Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Tonight - Alpha2 RMX,Headhunterz,Tonight (Alpha2 RMX),2012,358400,4,0.468,0.942,6,-2.646,0,0.0913,0.0723,0.00175,0.086,0.294,150.047,36
We Control The Sound,Headhunterz,We Control The Sound,2011,329342,4,0.385,0.929,2,-4.332,1,0.194,0.00158,0.69,0.109,0.247,130.103,25
Crawl Outta Love,ILLENIUM,Awake,2017,242011,4,0.377,0.723,7,-2.951,1,0.046,0.181,0,0.0815,0.167,84.139,59
Fractures,ILLENIUM,Awake,2016,245250,4,0.406,0.711,4,-3.064,1,0.0436,0.373,0.00195,0.139,0.268,159.862,59
Good Things Fall Apart (with Jon Bellion),ILLENIUM,ASCEND,2019,216668,4,0.643,0.603,2,-5.416,1,0.0311,0.012,0,0.118,0.42,144.01,61
Hearts on Fire,ILLENIUM,Hearts on Fire,2017,236317,3,0.365,0.765,1,-4.449,1,0.0416,0.0088,0.00000206,0.0959,0.241,179.955,47
Other Side,ILLENIUM,ILLENIUM,2017,211592,4,0.537,0.753,1,-3.351,0,0.082,0.512,0.000244,0.3,0.331,81.929,53
Psycho,Infected Mushroom,Retrodelic Vibes 9,2014,530088,4,0.681,0.827,7,-9.851,1,0.0688,0.000193,0.862,0.311,0.187,145.027,28
The Gathering,Infected Mushroom,The Gathering,2014,463600,4,0.669,0.892,1,-9.333,1,0.0528,0.00405,0.486,0.139,0.4,142.01,16
The Messenger 2012,Infected Mushroom,Army of Mushrooms,2012,637999,4,0.266,0.893,4,-5.925,0,0.0753,0.0418,0.87,0.304,0.189,170.03,16
Where Do I Belong,Infected Mushroom,Friends on Mushrooms (Deluxe Edition),2012,206506,4,0.698,0.833,5,-3.971,0,0.231,0.522,0.00000188,0.165,0.955,167.999,40
Don't Do Drugs Just Take Some Jack Ü,Jack Ü,Skrillex and Diplo present Jack Ü,2015,125000,4,0.374,0.815,7,-6.894,1,0.0757,0.781,0,0.117,0.125,113.129,33
Febreze (feat. 2 Chainz),Jack Ü,Skrillex and Diplo present Jack Ü,2015,214400,4,0.68,0.983,2,-3.51,1,0.333,0.0184,0,0.289,0.263,149.829,46
Holla Out (feat. Snails & Taranchyla),Jack Ü,Skrillex and Diplo present Jack Ü,2015,256000,4,0.639,0.989,6,-2.842,0,0.497,0.1,0,0.678,0.382,149.983,40
Jungle Bae (feat. Bunji Garlin & MX Prime),Jack Ü,Skrillex and Diplo present Jack Ü,2015,208125,4,0.744,0.997,2,-1.325,1,0.13,0.0304,0.00256,0.0737,0.558,127.975,46
Mind (feat. Kai),Jack Ü,Skrillex and Diplo present Jack Ü,2015,242068,4,0.502,0.777,1,-4.627,1,0.0934,0.117,0.00000291,0.0957,0.356,174.153,60
Take Ü There (feat. Kiesza),Jack Ü,Skrillex and Diplo present Jack Ü,2014,210000,4,0.542,0.879,6,-1.427,0,0.0921,0.0523,0,0.171,0.118,159.888,54
Where Are Ü Now (with Justin Bieber),Jack Ü,Skrillex and Diplo present Jack Ü,2015,250285,4,0.432,0.781,4,-4.038,0,0.0567,0.041,0.00000421,0.0789,0.197,139.432,74
Higher for Your Love,Jauz,Higher for Your Love,2018,171034,4,0.484,0.872,1,-5.063,1,0.0564,0.00358,0.29,0.177,0.104,174.083,46
Lights Go Out,Jauz,Rise of The Wise,2017,186666,4,0.653,0.942,11,-4.399,0,0.0416,0.00493,0.0543,0.112,0.24,125.994,47
"Audio, Video, Disco.",Justice,"Audio, Video, Disco.",2011,292360,4,0.382,0.844,9,-7.148,1,0.0381,0.00348,0.392,0.362,0.173,152.028,42
Civilization,Justice,Civilization,2011,250825,4,0.575,0.625,9,-5.296,0,0.0345,0.00145,0,0.0817,0.282,111.984,41
D.A.N.C.E,Justice,Justice,2007,242266,4,0.613,0.962,6,-5.07,0,0.278,0.034,0,0.824,0.496,113.015,66
Genesis,Justice,Justice,2007,234960,4,0.693,0.789,9,-5.13,1,0.384,0.0168,0.366,0.0985,0.283,117.055,60
New Lands (Live / AAA),Justice,Access All Arenas,2012,271429,4,0.577,0.818,4,-5.085,1,0.0378,0.0411,0.000662,0.825,0.446,126.906,22
Phantom Pt. II,Justice,Justice,2008,200826,4,0.619,0.726,7,-6.422,1,0.125,0.00231,0.766,0.652,0.424,116.966,52
Randy,Justice,Woman,2003,398193,4,0.615,0.668,2,-5.343,1,0.027,0.000975,0.0000945,0.282,0.158,100.453,39
Stress,Justice,Justice,2008,298586,4,0.518,0.932,10,-4.854,0,0.134,0.00297,0.881,0.268,0.279,126.94,49
Waters of Nazareth,Justice,Justice,2007,265173,4,0.603,0.835,2,-5.097,1,0.0755,5.15E-05,0.94,0.546,0.0362,123.929,45
A Little More (feat. Sansa),Kaskade,Automatic,2020,233400,4,0.425,0.742,11,-5.098,0,0.0386,0.00772,0.00077,0.112,0.215,127.978,37
Angel On My Shoulder,Kaskade,Strobelite Seduction,2017,227453,4,0.572,0.631,9,-7.522,0,0.0416,0.00379,0.00000267,0.102,0.155,125.977,40
Atmosphere,Kaskade,Atmosphere,2012,231427,4,0.588,0.757,3,-4.616,1,0.0402,0.0225,0.00000459,0.0741,0.472,122.975,43
Disarm You (feat. Ilsey),Kaskade,Automatic,2015,221133,4,0.446,0.793,5,-3.912,0,0.0556,0.0434,0.0000414,0.159,0.313,127.799,48
Dynasty (feat. Haley) (feat. Haley),Kaskade,Dynasty,2015,196426,4,0.618,0.784,2,-3.324,0,0.0366,0.0134,0,0.141,0.771,128.021,24
Move For Me,Kaskade,Strobelite Seduction,2008,237386,4,0.654,0.75,1,-6.068,1,0.0322,0.069,0.000901,0.0987,0.213,128.035,49
Sorry - Dirty South Radio Edit,Kaskade,Sorry,2011,211266,4,0.702,0.783,0,-7.307,1,0.0779,0.00282,0.00842,0.296,0.665,127.032,29
Step One Two,Kaskade,Strobelite Seduction,2011,200280,4,0.741,0.757,11,-6.997,0,0.0435,0.0426,0.0115,0.107,0.566,127.976,33
Bonfire,Knife Party,Rage Valley,2012,272077,4,0.536,0.944,1,-3.029,1,0.0867,0.000117,0.00345,0.353,0.589,174.031,59
Centipede,Knife Party,Rage Valley,2012,246770,4,0.507,0.951,1,-3.71,1,0.0654,0.000203,0.478,0.417,0.0628,140.077,50
Destroy Them with Lasers,Knife Party,Gamerz: Electronic,2014,296014,4,0.569,0.998,10,-4.154,0,0.0595,5.37E-05,0.921,0.217,0.196,127.991,6
EDM Death Machine,Knife Party,Haunted House,2015,263087,4,0.661,0.95,9,-3.417,1,0.131,0.000802,0.452,0.116,0.301,128.03,37
Fire Hive,Knife Party,100% No Modern Talking,2014,278361,4,0.686,0.98,1,-2.966,0,0.228,0.000304,0.703,0.171,0.614,140.054,41
Internet Friends,Knife Party,100% No Modern Talking,2011,301122,4,0.64,0.903,5,-3.042,0,0.185,0.00105,0.0503,0.171,0.152,128.079,56
LRAD,Knife Party,Haunted House,2014,315140,4,0.755,0.889,5,-2.587,0,0.0627,0.00188,0.863,0.047,0.186,127.999,48
Power Glove,Knife Party,Haunted House,2014,261244,4,0.674,0.953,1,-2.895,1,0.0835,0.000105,0.151,0.498,0.38,127.977,45
Alive,Krewella,Play Hard EP,2013,290760,4,0.663,0.822,9,-2.909,1,0.0557,0.00413,0.00318,0.234,0.567,128.002,52
Enjoy the Ride,Krewella,Get Wet,2015,211693,4,0.556,0.873,1,-1.145,1,0.164,0.237,0.00000263,0.078,0.485,127.993,46
Ghost,Krewella,zer0,2014,186965,4,0.67,0.878,1,-3.208,0,0.054,0.00672,0.000359,0.305,0.498,95.041,35
Human,Krewella,Get Wet,2019,195533,4,0.521,0.808,4,-3.852,0,0.0526,0.0363,0,0.227,0.198,140.077,40
Live for the Night,Krewella,Get Wet,2013,206480,4,0.499,0.843,6,-2.224,1,0.113,0.0138,0,0.124,0.533,127.932,47
Love Outta Me,Krewella,New World Pt. 1,2018,208544,4,0.582,0.715,1,-3.489,0,0.0561,0.256,0.0000437,0.285,0.108,160.022,26
Somewhere to Run,Krewella,Somewhere to Run,2019,222080,4,0.507,0.93,3,-1.015,1,0.0803,0.21,0.000455,0.362,0.568,111.899,34
Bazaar - Official Sunburn Goa 2015 Anthem,KSHMR,Bazaar (Official Sunburn Goa 2015 Anthem),2015,172500,4,0.582,0.979,11,-2.492,0,0.0714,0.125,0.00152,0.339,0.196,128.01,45
House Of Cards (feat. Sidnie Tipton),KSHMR,House Of Cards (feat. Sidnie Tipton),2015,188651,4,0.556,0.817,9,-4.442,0,0.0737,0.0195,0.0000245,0.266,0.423,109.999,30
JAMMU,KSHMR,JAMMU,2016,235763,4,0.641,0.633,4,-4.889,0,0.0546,0.00414,0.0116,0.11,0.152,128.013,30
Memories (feat. Sirah) - Radio Edit,KSHMR,Memories (feat. Sirah) [Radio Edit],2015,185639,4,0.519,0.731,8,-5.009,0,0.0504,0.0359,0.0000133,0.784,0.301,128.066,45
Satisfaction,KSHMR,Satisfaction,2015,213230,4,0.586,0.988,9,-3.009,0,0.0591,0.00542,0.812,0.35,0.298,129.996,51
Touch (feat. Madi),KSHMR,The Lion Across The Field,2016,198595,4,0.586,0.863,6,-5.067,0,0.0409,0.037,0.0000562,0.108,0.441,97.019,31
Wildcard (feat. Sidnie Tipton),KSHMR,Wildcard (feat. Sidnie Tipton),2017,189375,4,0.591,0.835,4,-3.398,0,0.0977,0.0998,0,0.148,0.472,127.931,49
Born To Be Yours,Kygo,Born To Be Yours,2018,193320,4,0.688,0.688,3,-5.84,1,0.0357,0.3,0,0.0982,0.451,114.011,60
Firestone,Kygo,Cloud Nine,2015,271640,4,0.704,0.634,11,-7.374,0,0.0428,0.393,0.0000317,0.0952,0.411,113.927,78
First Time,Kygo,First Time,2016,193511,4,0.633,0.592,0,-7.245,0,0.112,0.197,0,0.099,0.679,90.066,63
Happy Now,Kygo,Happy Now,2018,211362,4,0.693,0.575,9,-6.998,1,0.0801,0.374,0,0.252,0.492,117.999,65
Higher Love,Kygo,Higher Love,2019,228267,4,0.693,0.678,8,-7.159,1,0.0324,0.0151,0.00000571,0.101,0.404,103.952,72
How Would I Know,Kygo,Golden Hour,2020,180700,4,0.514,0.539,7,-9.332,1,0.105,0.538,0.00233,0.108,0.153,123.7,43
It Ain’t Me (with Selena Gomez),Kygo,It Ain't Me,2017,220780,4,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,66
Remind Me to Forget,Kygo,Remind Me to Forget,2018,217286,4,0.685,0.508,0,-6.4,1,0.0987,0.193,0,0.139,0.315,99.063,60
Stay (feat. Maty Noyes),Kygo,Cloud Nine,2016,239465,4,0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103.027,61
Stole the Show,Kygo,Cloud Nine,2015,223186,4,0.64,0.635,8,-7.565,0,0.226,0.271,0,0.319,0.475,100.034,78
All Or Nothing (feat. Axel Ehnström),Lost Frequencies,Less Is More,2016,157493,4,0.773,0.775,11,-6.877,0,0.0439,0.248,0.0278,0.107,0.173,125.971,33
Are You With Me - Radio Edit,Lost Frequencies,Less Is More,2014,138013,4,0.763,0.608,5,-8.1,0,0.035,0.262,0.000025,0.12,0.393,121.02,69
Beautiful Life (feat. Sandro Cavazza),Lost Frequencies,Less Is More,2016,161906,4,0.725,0.523,2,-6.494,0,0.0373,0.141,0.034,0.162,0.326,120,48
Crazy,Lost Frequencies,Crazy,2016,153391,4,0.765,0.762,11,-5.069,0,0.123,0.42,0.0000858,0.104,0.444,114.975,69
Here with You,Lost Frequencies,Less Is More (Deluxe),2021,159545,4,0.431,0.774,6,-6.887,1,0.0862,0.00804,0.000176,0.135,0.105,86.707,34
Like I Love You,Lost Frequencies,Alive And Feeling Fine,2019,190173,4,0.863,0.588,1,-7.141,1,0.0847,0.142,0.0000342,0.457,0.751,117.911,49
Melody,Lost Frequencies,Alive And Feeling Fine,2019,149008,4,0.673,0.663,0,-8.472,1,0.0491,0.127,0,0.455,0.368,120.041,53
Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,Less Is More,2015,159480,4,0.714,0.697,1,-7.887,0,0.032,0.0197,0.000002,0.0697,0.602,122.145,66
Rise,Lost Frequencies,Rise,2016,193018,4,0.689,0.612,6,-6.014,1,0.0387,0.228,0.00000777,0.368,0.461,122.076,61
Where Are You Now,Lost Frequencies,All Stand Together,2020,149066,4,0.762,0.632,6,-8.312,0,0.085,0.51,0.000205,0.18,0.282,121.031,83
Better Not (with Wafia),Louis The Child,Kids At Play- EP,2018,222865,4,0.783,0.537,9,-2.921,1,0.0795,0.278,0,0.229,0.393,113.988,60
Fire,Louis The Child,Fire,2018,205617,4,0.386,0.714,6,-5.597,0,0.381,0.263,0,0.233,0.289,89.807,48
It's Strange (feat. K.Flay),Louis The Child,It's Strange (feat. K.Flay),2016,245581,4,0.837,0.492,0,-7.792,1,0.354,0.371,0.0401,0.102,0.417,85.951,53
Little Things (with Quinn XCII & Chelsea Cutler),Louis The Child,Here For Now,2018,197453,4,0.553,0.636,6,-4.38,1,0.152,0.189,0,0.0779,0.53,81.969,50
Love Is Alive,Louis The Child,Love Is Alive,2017,170610,4,0.676,0.5,8,-6.878,1,0.0412,0.701,0,0.596,0.915,97.863,48
Shake Something (feat. Joey Purp),Louis The Child,Shake Something (feat. Joey Purp),2020,193512,4,0.895,0.525,10,-7.969,0,0.186,0.0925,0.00552,0.585,0.202,87.999,45
Slow Down Love (feat. Chelsea Cutler),Louis The Child,Love Is Alive,2019,157891,4,0.639,0.59,11,-7.752,0,0.352,0.556,0.0000338,0.208,0.287,127.751,52
Weekend,Louis The Child,Weekend,2019,175058,4,0.684,0.774,7,-5.951,1,0.188,0.26,0,0.108,0.448,84.991,50
Finale (feat. Nicholas Petricca),Madeon,Adventure (Deluxe),2015,204853,4,0.417,0.859,7,-3.169,0,0.0484,0.00612,0.00000241,0.175,0.179,92.078,44
Icarus,Madeon,Adventure (Deluxe),2015,214653,4,0.479,0.829,1,-2.284,0,0.0514,0.000208,0.365,0.12,0.146,126.104,41
Imperium,Madeon,Adventure (Deluxe),2015,198853,4,0.647,0.946,1,-1.72,1,0.0767,0.000122,0.0355,0.158,0.452,110.017,36
No Fear No More (Remix),Madeon,No Fear No More (Remix),2016,174682,4,0.599,0.635,10,-6.5,0,0.103,0.00988,0.0000639,0.368,0.798,95.919,45
Pay No Mind (feat. Passion Pit),Madeon,Adventure (Deluxe),2015,249440,4,0.546,0.852,1,-2.445,1,0.102,0.00592,0,0.159,0.558,112.183,45
Technicolor,Madeon,Adventure (Deluxe),2015,385413,4,0.535,0.809,2,-3.382,0,0.0385,0.000232,0.25,0.106,0.0662,127.027,37
The City,Madeon,Adventure (Deluxe),2015,233986,4,0.52,0.825,7,-2.171,0,0.046,0.00162,0,0.711,0.264,125.011,44
You're On (feat. Kyan),Madeon,Adventure (Deluxe),2012,192720,4,0.49,0.914,10,-3.202,1,0.167,0.0227,0,0.793,0.241,100.1,48
Be Together,Major Lazer,Peace Is The Mission,2015,233010,4,0.494,0.627,6,-6.141,0,0.0324,0.00142,0,0.619,0.197,79.961,49
Blow That Smoke,Major Lazer,Blow That Smoke (Remixes),2018,223000,4,0.719,0.702,5,-4.93,0,0.0392,0.032,0.0000107,0.0656,0.72,101.982,37
Cold Water,Major Lazer,Cold Water,2016,185360,4,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.5,92.946,66
Hold The Line,Major Lazer,Guns Don't Kill People... Lazers Do,2017,219560,4,0.68,0.835,4,-5.632,1,0.292,0.722,0.0149,0.112,0.678,155.924,31
Know No Better,Major Lazer,Major Lazer Essentials,2017,225849,4,0.739,0.814,7,-4.414,0,0.1,0.133,0.00000983,0.126,0.483,119.041,59
Lean On,Major Lazer,Peace Is The Mission,2015,176561,4,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,75
Light It Up (Remix),Major Lazer,Peace Is The Mission (Extended),2016,166138,4,0.747,0.877,9,-3.782,0,0.0668,0.0385,0.00089,0.233,0.751,107.989,67
Pon De Floor,Major Lazer,Guns Don't Kill People... Lazers Do,2009,213920,4,0.884,0.962,0,-4.625,1,0.198,0.00337,0.436,0.0983,0.238,126.985,40
Run Up,Major Lazer,Major Lazer Essentials,2016,203180,4,0.804,0.743,1,-3.602,0,0.0678,0.104,0.00000214,0.0989,0.675,108.004,51
Watch Out For This (Bumaye),Major Lazer,Free The Universe (Extended Version),2013,269146,4,0.819,0.759,10,-4.114,0,0.146,0.0193,0.00000689,0.0613,0.884,108.029,54
Alone,Marshmello,Alone,2019,273802,4,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,69
FRIENDS,Marshmello,FRIENDS,2018,202620,4,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,75
Happier,Marshmello,Happier,2018,214289,4,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.011,83
Here With Me,Marshmello,Here With Me,2019,156346,4,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,73
Leave Before You Love Me (with Jonas Brothers),Marshmello,Leave Before You Love Me,2021,154983,4,0.721,0.738,7,-4.77,1,0.0403,0.00226,0.00000441,0.118,0.637,119.976,79
One Thing Right,Marshmello,One Thing Right,2019,181823,4,0.659,0.625,4,-2.253,1,0.045,0.0644,0,0.582,0.442,88.042,69
Rescue Me,Marshmello,Joytime III,2019,237203,4,0.433,0.905,11,-2.171,1,0.101,0.00803,0,0.337,0.375,148.149,58
Spotlight,Marshmello,Spotlight,2018,177600,4,0.546,0.822,7,-4.483,1,0.151,0.0145,0,0.742,0.615,150.06,70
Animals,Martin Garrix,Gold Skies,2013,303773,4,0.676,0.865,1,-6.381,1,0.0389,0.00105,0.648,0.382,0.0372,128.006,57
Don't Look Down (feat. Usher),Martin Garrix,Don't Look Down (feat. Usher),2016,223139,4,0.575,0.831,0,-5.972,1,0.0356,0.00406,0.000449,0.111,0.377,127.991,62
Forbidden Voices,Martin Garrix,Forbidden Voices,2012,230634,4,0.534,0.711,10,-5.927,0,0.0368,0.05,0.0031,0.135,0.3,128.102,57
High On Life (feat. Bonn),Martin Garrix,High On Life (feat. Bonn),2017,230761,4,0.414,0.486,6,-6.431,0,0.0311,0.0129,0,0.111,0.368,128.038,68
In the Name of Love,Martin Garrix,In the Name of Love,2016,195706,4,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,78
No Sleep (feat. Bonn),Martin Garrix,No Sleep (feat. Bonn),2016,207094,4,0.44,0.635,11,-6.385,1,0.0326,0.129,0,0.121,0.327,128.133,58
Ocean (feat. Khalid),Martin Garrix,Ocean (feat. Khalid),2018,216419,4,0.506,0.693,0,-7.265,0,0.0412,0.584,0.0000958,0.0891,0.221,139.912,66
Scared to Be Lonely,Martin Garrix,Scared to Be Lonely,2017,220883,4,0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,79
So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,So Far Away (feat. Jamie Scott & Romy Dya),2017,183636,4,0.526,0.52,6,-7.985,0,0.0569,0.435,0,0.197,0.13,149.119,63
There for You,Martin Garrix,There for You,2017,221904,4,0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,64
Hello,Martin Solveig,Smash (Deluxe),2010,281429,4,0.665,0.93,3,-4.201,1,0.0314,0.0257,0.012,0.054,0.461,127.979,48
Hello (feat. Dragonette),Martin Solveig,Hello,2010,191387,4,0.665,0.975,3,-3.47,1,0.0345,0.0135,0.000925,0.105,0.452,128.011,60
Intoxicated - DJ Fresh Remix,Martin Solveig,Intoxicated (Remixes),2015,278620,4,0.73,0.832,7,-5.907,1,0.151,0.0213,0.26,0.04,0.131,173.999,8
Jealousy (Radio Edit),Martin Solveig,Jealousy,2015,200388,4,0.794,0.783,5,-5.405,1,0.0497,0.00501,0.000035,0.0946,0.945,125.032,34
The Night Out - Single Version,Martin Solveig,The Night Out EP,2011,255010,4,0.579,0.89,8,-4.803,0,0.153,0.00405,0.0000126,0.311,0.658,127.962,37
Dracula Flow,Mushroom Cloud,Dracula Flow,2011,225103,4,0.733,0.669,2,-3.884,1,0.459,0.103,0.222,0.223,0.131,72.268,50
Crush On You,NERO,Welcome Reality +,2011,250306,4,0.63,0.899,1,-3.446,1,0.0724,0.0034,0,0.176,0.186,140.031,35
Guilt,NERO,Welcome Reality +,2015,284120,4,0.21,0.864,5,-4.498,0,0.0735,0.00585,0,0.146,0.167,139.455,36
Innocence,NERO,Welcome Reality +,2015,308133,4,0.377,0.736,7,-5.666,0,0.0623,0.00126,0.273,0.0849,0.0604,135.75,39
Me And You,NERO,Welcome Reality +,2013,247480,4,0.418,0.923,0,-3.747,1,0.0394,8.16E-05,0.862,0.167,0.247,144.047,38
Must Be The Feeling,NERO,Welcome Reality +,2011,242826,4,0.616,0.796,11,-4.215,1,0.105,0.00374,0.0000351,0.651,0.541,128.08,34
Promises,NERO,Welcome Reality +,2011,257360,4,0.484,0.941,9,-4.339,0,0.0625,4.53E-05,0.00298,0.64,0.319,143.948,50
Satisfy,NERO,Between II Worlds,2012,243870,4,0.421,0.953,7,-4.154,0,0.13,0.00259,0.41,0.186,0.0477,123.937,39
Solar,NERO,Solar,2017,203460,4,0.437,0.932,1,-3.994,1,0.215,0.0515,0.00000509,0.0804,0.239,155.963,49
Two Minds,NERO,Between II Worlds,2019,214838,4,0.658,0.856,6,-4.062,0,0.0495,0.031,0,0.05,0.413,124.039,34
End Of The Night,NGHTMRE,End Of The Night,2018,191250,4,0.678,0.957,4,-4.319,0,0.0804,0.0228,0.147,0.521,0.635,128.038,25
Fall Into Me,NGHTMRE,DRMVRSE,2018,231440,4,0.47,0.849,7,-3.554,0,0.0657,0.0621,0,0.114,0.25,139.943,49
FEELING GUD,NGHTMRE,FEELING GUD,2019,190682,4,0.484,0.94,5,-3.682,0,0.257,0.0145,0.000323,0.266,0.334,173.741,55
All You Need Is Love,Nicky Romero,All You Need Is Love,2014,139927,4,0.712,0.796,0,-6.325,1,0.0486,0.0422,0.0000144,0.274,0.605,125.994,55
Easy,Nicky Romero,Easy,2019,149516,4,0.689,0.822,0,-6.678,0,0.043,0.00677,0.000134,0.121,0.673,123.984,35
Generation 303,Nicky Romero,Generation 303,2013,330470,4,0.774,0.918,4,-2.012,0,0.131,0.0688,0.21,0.395,0.115,128.01,17
Legacy - Radio Edit,Nicky Romero,Legacy,2014,195706,4,0.586,0.707,0,-3.671,0,0.0456,0.0605,0,0.12,0.187,127.961,41
Like Home - Radio Edit,Nicky Romero,Like Home,2013,200156,4,0.575,0.888,2,-2.802,0,0.04,0.116,0.0000596,0.333,0.236,127.908,39
Love You for the Summer,Nicky Romero,Love You for the Summer,2018,172727,4,0.588,0.913,7,-5.583,0,0.0371,0.0564,0.0285,0.164,0.517,132.003,55
Symphonica - Bare Remix,Nicky Romero,Symphonica,2018,255095,4,0.758,0.937,8,-0.01,1,0.0665,0.0219,0.345,0.127,0.298,140.028,20
Toulouse - Bobby Anthony Vocal Mix,Nicky Romero,Toulouse (Bobby Anthony Vocal Mix),2011,178124,4,0.642,0.834,5,-5.529,0,0.269,0.328,0,0.509,0.606,127.881,50
Warriors - Original Mix,Nicky Romero,Warriors,2011,336377,4,0.642,0.845,0,-3.653,0,0.0414,0.0242,0.000962,0.053,0.317,127.017,24
A Moment Apart,ODESZA,A Moment Apart,2017,234244,4,0.406,0.665,7,-7.903,0,0.0352,0.172,0.693,0.492,0.0758,119.988,65
Across The Room,ODESZA,A Moment Apart,2018,283537,4,0.565,0.589,6,-5.967,1,0.0309,0.0158,0.0000245,0.111,0.261,82.037,60
All We Need - ODESZA VIP Remix,ODESZA,The Last Goodbye (Deluxe Edition),2017,210013,4,0.572,0.854,6,-3.879,0,0.0603,0.0126,0.00000132,0.119,0.222,99.958,44
Falls,ODESZA,A Moment Apart,2018,232936,4,0.391,0.696,6,-6.027,1,0.126,0.0394,0.000123,0.135,0.185,160.928,53
Higher Ground,ODESZA,A Moment Apart,2018,215130,4,0.628,0.852,1,-5.107,1,0.0524,0.0881,0.0198,0.242,0.416,104.993,59
Kusanagi,ODESZA,In Return,2016,208000,4,0.254,0.331,0,-8.306,1,0.0321,0.479,0.471,0.164,0.0398,75.186,52
Late Night,ODESZA,A Moment Apart,2016,228590,4,0.62,0.638,2,-6.416,1,0.0687,0.0357,0.0124,0.169,0.414,125.148,57
Line Of Sight,ODESZA,A Moment Apart,2017,236470,4,0.408,0.728,8,-6.357,1,0.176,0.0391,0.00139,0.19,0.169,180.23,59
Say My Name,ODESZA,In Return,2018,262956,4,0.745,0.75,6,-7.357,0,0.0467,0.004,0.423,0.075,0.349,115.039,64
Sun Models,ODESZA,In Return,2014,160000,4,0.681,0.485,8,-9.185,0,0.0755,0.182,0.805,0.0907,0.477,120.005,64
Gecko (Overdrive) - Radio Edit,Oliver Heldens,Gecko (Overdrive) [Radio Edit],2014,165440,4,0.609,0.885,0,-5.469,1,0.0642,0.00521,0.0000115,0.336,0.76,124.959,68
I Don't Wanna Go Home,Oliver Heldens,I Don't Wanna Go Home,2015,203440,4,0.682,0.764,1,-7.253,1,0.0562,0.0187,0.0169,0.0539,0.644,125.003,36
I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),Oliver Heldens,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),2019,157205,4,0.686,0.892,10,-3.186,0,0.0498,0.0577,0.00000711,0.0838,0.752,126.03,69
Koala,Oliver Heldens,Last All Night (Koala) [feat. KStewart] [Remixes],2015,264759,4,0.706,0.934,3,-5.504,0,0.0474,0.0243,0.922,0.876,0.452,128.016,42
Mas Que Nada,Oliver Heldens,Mas Que Nada,2015,127016,4,0.743,0.946,1,-5.023,1,0.0615,0.129,0.864,0.0775,0.514,123.974,69
Rave Machine,Oliver Heldens,Rave Machine,2014,206200,4,0.672,0.825,11,-5.365,0,0.0414,0.00567,0.289,0.0926,0.171,125.993,30
This Groove,Oliver Heldens,This Groove,2015,188174,4,0.823,0.909,1,-4.508,1,0.0635,0.00779,0.0407,0.126,0.787,124.025,55
Madagascar - Radio Edit,Paul Oakenfold,Trance Mission,2007,209565,4,0.242,0.995,10,-4.974,0,0.0624,6E-05,0.895,0.469,0.092,138.007,11
Not Over Yet - Radio Edit,Paul Oakenfold,Trance Mission,2009,269090,4,0.489,0.99,11,-7.425,0,0.0418,0.000456,0.647,0.606,0.153,132.015,15
Ready Steady Go - Extended Mix,Paul Oakenfold,Bunkka,2004,253933,4,0.556,0.944,1,-5.556,0,0.0296,0.00154,0.0295,0.209,0.341,128.012,45
Sex 'N' Money,Paul Oakenfold,A Lively Mind,2006,356960,4,0.681,0.716,8,-2.754,0,0.0768,0.000401,0.119,0.158,0.352,129.004,19
Southern Sun - DJ Tiësto Remix,Paul Oakenfold,Southern Sun / Ready Steady Go,2002,584585,4,0.631,0.784,4,-9.279,0,0.0405,0.0183,0.479,0.603,0.572,137.029,42
Starry Eyed Surprise,Paul Oakenfold,Bunkka,2002,228493,4,0.721,0.794,4,-6.134,1,0.132,0.0195,0.00013,0.283,0.562,103.211,53
Bassline Kickin,Pegboard Nerds,Bassline Kickin,2013,237187,4,0.678,0.977,6,-3.304,1,0.079,0.000762,0.0417,0.289,0.119,128.064,20
Emergency,Pegboard Nerds,Emergency,2015,253125,4,0.618,0.961,11,-2.191,0,0.0548,0.00024,0.687,0.497,0.505,127.992,40
Hero,Pegboard Nerds,Hero,2015,330400,4,0.436,0.922,11,-3.279,0,0.0627,0.00374,0.000413,0.253,0.0928,150.151,45
